"Artikul","price","balance"
"5000063",3107,100
"5000067",3025,100
"5000070",3279,100
"28741-23.8",265.762,100
"28742-11.9-30",114.63600000000001,100
"28745-12.7",152,100
"28748-9.5",119.884,100
"28749-9.5-60",124.39399999999999,100
"28752-12.7",148.83,100
"10725-2.0",250,100
"29193-08_z01",51.495999999999995,100
"39710-4_z01",264,100
"303736-06",16.7444,100
"303736-10",15.219199999999999,100
"303756-06",21.9104,100
"303756-08",22.6812,100
"303756-10",18.5648,100
"303800-10",975,100
"303806-06",22.2548,100
УШМ-230-2100 ПМ3,4223,100
УШМ-230-2600 ПМ3,5518,100
ТПГ-10000_М2,3706,100
ТПГ-53000_М2,7240,100
"38381-3",3854,0
"22520",228.03379999999999,100
"2304-250",179,100
"2330-090",1496,100
"0364-18_z01",57.318000000000005,100
"32150-120-1000",687,100
"25353-H24",594,0
"51906-025",86,100
"27089-H10",542,100
"30946-50-F",64.69800000000001,100
"30956-100-F",209,100
"30956-100-B",340,100
"22015-5-14",200,100
"2203-5-18_z02",297.77479999999997,100
РС-330,21918,100
"43310-115-100",829,100
"43315-060",259,100
"29650-049-2_z01",45.8216,100
"36202-230-1.6_z02",51.988,100
"3612-230-1.6",40.918,100
"3612-230-2.0",46.658,100
"36202-180-1.6_z02",38,100
"2165-90_z02",846,100
"20133-2",430,100
"2805-H40_z01",2331,100
"3683-160-20-12",181.63,100
"3683-190-20-12",233,100
"3684-230-30-56",447,100
"3684-250-30-60",520.946,100
"28752-25.4",338.004,100
"28753-6-19",124.39399999999999,100
"28753-10-19",144.07399999999998,100
"28753-15-25",202.78600000000003,100
"28753-24-25",396.79799999999994,100
"28757-50.8-2",436.89599999999996,100
"28771-41.3-H2",1840,100
"28795-H4-1",554.2379999999999,100
"28796-H30",3701,0
"28701-19",195,100
"28701-31.8",340.95599999999996,100
"28702-22.2",233.372,100
"28702-25.4",252.15,100
"28711-34.9",526.276,100
"28715-44.5",1005.156,100
"28723-28.6",450.344,100
"28724-50.8",1010.568,100
"309050-25-150",46.49400000000001,100
"15855-24-1",50.43,100
"28710-38.1",521.766,100
"28711-44.5",605.4879999999999,100
"28714-44.5",1171.288,100
"28718-32",809,100
"28722-41.3",773.9159999999999,100
"28724-38.1",684,100
"28727-12.7-50.8",464.284,100
"28740-25.4",247.47600000000003,100
"28740-31.8",340.13599999999997,100
"28741-31.8",351.534,100
"28743-10-8",110.946,100
"28748-19",232.224,100
"28751-6.4-13",125.05,100
"28751-19-32",443.53799999999995,100
"10725-2.5",311,100
"39721",360,100
"39909",1858,100
"422394_z01",3081,100
"28795-H4-2",1307.818,100
"28795-H6",873.464,0
"28700-38.1",390.894,100
"28701-50.8",675.0240000000001,100
"28701-63.5",904.132,100
"38038-18_z01",446,100
"38132-16_z01",1353,0
"38135-22_z01",2919,100
"38180-20_z02",720,100
"38323-17",351,100
"33377-125",465.19419999999997,100
"29216-73",445.42400000000004,100
"01099-063_z01",24.9198,100
"39158-95",106,100
"37423-1",223,100
"37423-5",250.7396,100
"37412-3",86.3706,100
N000-019-896,60.49139999999999,100
V000-003-302,63.17280000000001,0
"305090-42-120",569,100
"37850-47-52",169,100
"422249",759,100
"422256",382,100
"422384-40-70",131,100
"422388-25-120",73,100
"50145-2",59,100
"50145-4",183,100
"43117-0.5",2583,100
"43112-0.9",2022.6694,100
"43125-2",1104.2694000000001,100
"55116-B",104.20559999999999,100
"30676-10-50",38.2366,100
"4-301505-10-200_z01",191.55200000000002,100
"4-301525-10-140_z01",519.962,100
"30640-06-040",1529,100
"30640-08-140",2192,100
"08250-1",52.398,100
"05684-07",15.99,100
"29314-800-18_z01",712.498,100
"29314-160-12_z01",86.264,100
"29314-160-14_z01",113.89800000000001,100
"29314-310-12_z01",177.694,100
"29314-600-18_z01",538.2479999999999,100
"2930-160-10_z01",68.388,100
"2930-210-12_z01",91.75800000000001,100
"2930-460-22_z01",466.90799999999996,100
"2930-600-12_z01",266.828,100
"2930-800-25_z01",984,100
ГКБ-510,13029,100
"27336-2_z01",695,100
"54305-W",58.38400000000001,100
"29660-4-12-9",207.02540000000002,100
"38141-20_z01",1517,100
"38323-12",179,0
"38036-80",523,100
"29185-H2-1",1755,100
"29429-08-H4_z01",56.088,100
"22359-25",685.8562,100
"2930-110-10_z01",60.105999999999995,100
"28700-25.4",278.718,100
"159479-4_z02",50.59400000000001,100
"27101-08",212,100
"27101-19",431.074,100
"27103-H5",1065,100
"27014-30-32",152.274,100
"27033-09-11_z01",61.745999999999995,0
"27033-30-32_z01",300.858,0
"27079-07_z01",51.824000000000005,0
"27079-15_z01",95.612,0
"27079-H12_z01",970,100
"27081-12_z01",37.638,0
"27081-15_z01",50.59400000000001,100
"54313-W",149.486,100
"29665-4-30-H3",1986.5238,100
"2242-18",179,100
"55076-30",3435,100
"55078-20",1672,100
"30956-75-S",165,100
"22169-3_z01",123.369,0
"2218-7_z02",140.1462,100
"22175-6-12_z01",176.3246,100
"421591",292,100
"15589-2_z02",43.624,100
"15582-4_z02",87.494,100
"15991-2.5_z02",48,100
"15992-1.3_z02",48,100
"28232-2",376.46200000000005,0
"28110-H24",3470.9698000000003,100
"28117-H35_z01",2730.0506,100
"3684-165-30-48",297.25,100
"28753-16-30",208.69,100
"28753-22-22",302.74399999999997,100
"28754-14-51",434.026,100
"28756-19-38-12",480.76599999999996,100
"28758-31.8",267.976,100
"28762-63.5",867.3140000000001,100
"28773-41.3-H2",1840,100
"28780-12-32-12",383.35,100
"28783-12.7-38-12",507.66200000000003,100
"422400_z01",2199,100
"29180-125",1447,100
"29211-35",315.044,100
"29211-65",485,100
ФК-М3,319,100
МТ-15-М1,213,100
ЗГКЭ-38-1600,5207,100
ЗГКЭ-42-1800,6027,100
"55336",5565.9796,100
"55503-H10",1700.803,100
"55570",504,100
"55582",456,100
"10079-040_z01",12,100
"10079-300_z01",48.052,100
"10079-600_z01",96.104,100
"10089-20-10_z01",33.702000000000005,100
"28021-06-1.0",28.7902,100
"28029-1",404.80940000000004,100
"4-28003-10-1.25_z01",206.5498,0
"4-28005-06-1.0_z01",95.694,100
"31780-12",357,100
"31789-25",857,100
"31830-25",250,100
"31830-35",355,100
"40300-3/4-50_z01",4937,100
"421360-H4",318,100
"39621_z01",109,100
"34743_z01",2049,100
"03518-18",75.85,100
"15061-50_z01",196,100
"1537-50_z01",356,100
"03952-30",191,0
"03952-60",359,0
"03954-60",491,0
"50526",18.122,100
"50215-06",514.6320000000001,100
"50263",14.596000000000002,100
ФТ-П1800,2041,100
ФТ-П2000 М2Д,2755,100
"34019-03-16",58.63,100
"34022-05-19",226.26260000000002,100
"34022-08-25",348.8526,100
"20134-5",1202.53,100
"06099-40_z01",163.918,100
"27180-30-32",482,100
"27190-10-12",119,0
"27190-12-13",127,0
"27195-36",172,0
"11603-52",113,100
"29352-20-250_z01",111.09359999999998,100
"15055-45",171,100
"15055-50",184,100
"15057",368,100
"29234-40-250",139.87560000000002,100
"4-300315-48-035-9003",634,0
"0305-15_z01",46,100
"03605-20_z01",54.284000000000006,100
"424520",1144,0
"30932-100",1744,0
"11409-S",21.237999999999996,100
"35555-080",50.9466,100
"35555-220",50.9466,100
"32242-45",307,100
"32246-210",348.9592,100
"45721-650",2873,100
ЗНВП-300-25_М2,1877,100
"36850-180-20-24",480.684,100
"36850-190-30-24",522.75,100
"36850-250-32-24",917.3340000000001,100
"36850-300-50-32",1078.136,100
"36851-180-30-36",577.854,100
"36851-200-30-36",765.798,100
"36851-250-32-40",1038.202,100
"36852-140-20-36",512.09,100
"36852-190-30-48",702.5759999999999,100
"36853-190-30-60",901.8359999999999,100
"33723-2",2208.014,100
"33724-2",407.39239999999995,100
"2948-600-25",1030.5514,100
"2948-600-32",1458.0502,100
"33718-3",517.1904,100
"57101-W",188,100
"43318-060",299,100
"303820-04",1157,100
"31530-40",346,100
"303110-06-045",538,100
"06861_z02",450,100
"7051-8",787,100
"7051-15",910,100
"36857-115",387.204,100
"300370-45-050",1593,0
"15088",344,100
"1518-45",118,100
"06098-40_z01",163.918,100
"55083-30",1205,100
"55073-40",1221,100
"28751-25.4-16",266.09,100
"28752-9.5",132.922,100
"422392_z01",2608,100
"39912-3",667,100
"2072-13",454,100
"1810-H4",501.29060000000004,0
НПГ-Т3-1100-С,4739,100
НПФ-450,5977,100
"1018-20_z01",37.638,100
"31780-16",428,100
"31789-20",705,100
"31530-20",182,100
"31530-45",385,100
"31530-50",428,100
"12111-19_z01",22.877999999999997,100
НС-М1-650-Ч,2665,100
НАС-М3-1200-Ч,7453,100
"35742-115",82.3034,100
"35744-125",98.0392,100
"30515-08",560,100
"304326-10",64.4684,100
"30525-06",596,100
"30525-12",494,100
"303820-05",1043,100
"303826-05",23.755399999999998,100
"303850-03",1570,100
"303850-08",887,100
"303850-16",975,0
"303856-08",19.8686,100
"303856-10",18.7206,100
ПУ-20-1400 М3,4739,100
"29670-4-30-14_z01",1237.2323999999999,100
"29670-3-20-H3_z01",1594.5638000000001,100
"20165",465,100
"29845-04_z01",164.98399999999998,100
"29845-12_z01",294.2652,100
"35165-063_z02",254.44600000000003,100
"3520-075_z02",107.584,100
"35192-125_z02",524.062,100
"35269-125_z02",487.982,100
"35271-100_z02",699.378,100
"12057-50-50_z02",29.438,100
НС-М1-400-Ч,1836,100
НС-М1-600,3099,100
НАС-М3-800,6141,100
"35775-125",133.12699999999998,100
"30515-12",512,100
"304356-05",63.468,100
"30525-10",487,100
"30535-05",571,100
"304456-03",72.73400000000001,100
"304516-10",62.238,100
"304536-04",22.796,100
"304536-10",84.706,100
"304566-03",25.994,100
"303116-04-030",18.0154,100
"303116-05-040",17.4824,100
"303156-04-020",18.2286,100
"303456-04-040",28.552400000000002,100
"303476-05-016",39.392799999999994,100
"303580-14",711,100
"303586-08",20.2212,100
"303630-08",1079,100
"303630-12",797,100
"303680-06",1064,100
"303820-06",907,100
"303820-08",862,100
"29672-4-20-9_z01",578,100
"2026_z01",358.1186,100
"29845-14_z01",311.8214,100
"3520-063_z02",90,100
"3526-075_z02",222.138,100
"421580",95,100
"28754-12-51",376.954,100
"28711-31.8",408,100
"06868_z01",323,100
"36202-150-1.6_z03",32.882000000000005,100
"55073-20_z01",817,100
"55023-50",989,100
"55026-20",1254,100
"30318-10-090",993,0
"30318-12-025",879,0
"30318-12-030",879,0
"303760-5",2101,0
"28035-6_z01",419.594,100
"1589-01_z01",5.658,0
"09161_z01",91,100
"2948-450-18_z02",398.60200000000003,0
"35267-115_z02",328.328,100
"35269-115_z02",424.186,100
"3527-100_z02",699.378,100
"35275-120_z02",782.1159999999999,100
"35160-125_z01",334.888,100
"35161-075_z02",245.42600000000002,100
"35162-125_z01",510.94200000000006,100
"35186-150_z01",287.082,0
"35190-115_z01",358.422,100
БС-120-600,9011,100
БС-180-850,11709,100
"03515-18",78.31,100
"03515-24",93.07,100
"29845-H4_z01",623.8396,0
"35198-050_z02",75.604,100
"35198-063_z02",89.05199999999999,100
"35265-115_z02",328.328,100
"35267-125_z02",383.02200000000005,100
"35271-080_z02",510.69599999999997,100
"35162-050_z01",165.88600000000002,100
"35162-063_z01",202.048,100
"35162-075_z01",245.42600000000002,100
"35163-100_z02",375.888,100
"35165-050_z02",218.776,100
БС-140-600,10455,100
"03545-18",80.278,100
"29314-200-18_z01",201.884,100
"29314-310-10_z01",158.75199999999998,100
"29314-310-16_z01",243.29399999999998,100
"61210-3.5",228,100
"61210-5",236,100
"61211-7",270,100
"305036-40-100",33,0
"39412",135,100
"22353-30",1422.7328,100
"2239_z02",384,100
МБ1-150,7371,100
"7051-6",762,100
"38800-08",1552,100
"300370-45-060",1309,0
"40308-1/2-15",255,100
"2930-600-14_z01",318.57,100
"2201-6-17_z01",358.3564,100
"29621-2.2",14.924,100
"29621-4.9",30.9058,100
"29621-H6",248.952,100
"29621-H13",316.60200000000003,100
"29626-8.5",186.509,100
"29626-H10_z01",1097.8406,100
"06472-1.5",781.5255999999999,100
V000-004-317,634.5406,100
"305140-25-030",544,100
"305140-31-070",538,100
"305210-20-020",598,100
"305210-20-025",598,100
"422370-32",148,100
"422389-080",33,100
"422309-100-120",390,100
"422317-12",59,100
"422387-15-030",18,0
"50145-2.5",75,100
"50145-3",118,100
"43117-0.9",4551,100
"43113-1.1_z01",2605.7796000000003,100
"43115-0.5",1671.8898000000002,100
"15156-35",241,100
"15050-40_z02",171,100
"03547-18",73.308,100
"39545_z02",622,100
"31032",554,100
"8-429001-1-25_z02",1627,100
"40311-1/2-25",658,100
"43252-2-K",1633,100
"43060-30_z01",4671,100
"43160-4_z01",796,100
"43160-6-K_z01",1107,100
"421512",125,100
"421515",127,100
"421343",53,100
"38801-9",2942,100
"38823-08",3204,100
"38825-04",1565,100
"39492",355,100
"39715_z01",174,100
"421571",149,100
"10727-1.5",253,100
"29615-H6",374.1578,100
"43454-3.5",10754,100
"43060-12_z01",1647,100
"43160-4-K_z01",883,100
"43260-10",1162,100
"43260-12",1338,100
"43260-16",1476,100
"43260-20",1840,100
"421423",64,100
"421428-H3",44,0
"421511",121,100
"421513",109,100
"421360-H3",202,100
"38834-10",1673,100
"421585",91,100
"39600-10_z01",59,100
"421562",53,100
"10727-2.0",335,100
БЗУ-12 М3,721,100
N000-026-516,121.34359999999998,100
N000-026-517,160.0558,100
N000-026-518,187.0584,100
N000-026-519,214.512,100
"27089-27",187.534,100
"59203-2C_z01",49.118,100
"59206-4C_z01",97,0
"59211-4C_z01",73.718,100
"32155-050-200_z01",176,0
"1567",122,0
ККД-900,4821,0
КАД-2500,16801,100
"30912-12",64.20599999999999,100
"30917-25",173,0
"3786-25-160",30.914,100
"12476-50-50",53.0704,100
АВД-П195,12037,100
АВД-П225,13767,100
"70402",147,100
"70404",475,100
АВД-100,3845,100
"4-300315-55-025-9003",702,0
"41184_z01_X",224.91,100
"36200-115-2.5_G",13.09,100
"3612-180-2,5_G",22.88,100
"3632-200-2,5_G",23.1,100
"3633-230-2,5_G",21.45,100
"36200-180-2.5_G",20.51,100
"36202-150-1.6_G",33.72,100
"36203-230-2.5_G",38.78,100
"36204-180-6.0_G",65.78,100
"27081-H18",1812,100
"31191",461.33200000000005,100
"3106",1035,100
"55250-032-5",255.1102,100
"2949-48-H3",121.442,100
"35100-125",191.798,100
"300396-30-040",26.567999999999998,100
"2201-4-16_z01",266,100
"2201-5-16_z01",268,100
"2201-8-16_z01",279.66920000000005,100
"22025-5-14",200,0
"22027-1-20_z02",268.2958,100
"2061-12",697,100
"20623-27",1148,100
"20624-30",1188,100
"35930-180",175.07,100
"26254-1-50-10",85.23899999999999,100
"26254-2-50-10",85.23899999999999,100
"36252-230-1.9_G",66.54,100
"304376-06",75.3498,0
"423011",105,100
"20626-27",1061,100
"29621-10.2",131.405,100
"29621-14",288.886,100
"29621-H10",550.712,100
"12478-50-30",278.964,100
"29368-20-250",338.045,100
"70411-375-10",1016,100
"30305-55-051",348.9592,100
"4-300310-48-029-9003",3322,0
КРБ-490,6305,100
Л-570-65,1713,100
"30685-06-30",412.3944,100
"30685-08-40",350.58279999999996,100
"4-301525-10-090_z01",402.12799999999993,100
"4-301525-10-120_z01",484.21,100
"30645-08-120",244.442,100
"08250-3",52.398,100
"0820-4_z01",69.07679999999999,100
"05683-24",22.877999999999997,100
"29314-110-10_z01",67.322,100
"29314-610-10_z01",357.11,100
"29314-800-12_z01",498,100
"29314-1000-18_z01",897,100
"29314-250-25_z01",384.744,100
"29314-210-06_z01",91.43,100
"15205-40",586,0
"15205-45",612,0
"15205-55",712,0
"15077-40_z01",302,0
"15081-40",204,100
"33375-180",1154.8552,100
"37421-1",146.1404,100
"06555-1.3",5060.0314,100
"305140-31-080",437,100
"305210-25-040",464,100
"2328-S",537,100
"2328-L",537,100
"37850-20-24",139.154,100
"37850-32-37",145,100
"37850-59-65",166.29600000000002,100
"422370-21",109,100
"422348",17.63,0
"422315-500",455,100
"422255",237,100
"28037-30_z01",226,100
"1565-S10_z02",44.69,100
"0916_z01",90,0
"09193_z02",483,0
"11591",5247,100
"29602-6",46.272600000000004,100
"29602-4.5",29.757799999999996,100
"29625-1.5",11.9228,100
"29625-3.2",29.684,100
"39905",2397,100
"2918-100",1313,100
"29865-10-M14",516.5097999999999,100
"1810-12",121.49939999999998,0
"29673-4-22",1164,100
"29673-4-35",2505.3378,100
"29670-6-52",2983.0616000000005,100
НПГ-Т3-900,3353,100
НПГ-Т3-550-С,4050,100
НПФ-1100-Р,7125,100
НПГ-М1-400,1672,100
НПГ-Т3-400,2320,100
НПЧ-М1-250,1590,100
"31785-35",526,0
"31880-06",126,100
"31880-08",141,100
"31880-10",162,100
"31830-20",207,100
"31830-50",499,100
"31530-30",260,100
"12055-50-50_z02",29.438,100
"29391-00-600",336.36400000000003,100
"34902_z01",2458,100
"1234-4_z02",48.3062,100
"1233-2_z02",21.459400000000002,100
"30930-46-370",89.29800000000002,100
"30935-25-205",52,100
"09607-25-S5",233,100
"56219",238,0
"41233-2",149.9,0
"41235-0",153.7,0
"2960-100-09_z01",24.2556,100
"29400-150-13",126,100
"29172-H7",857.6298000000002,100
"29333-50-300",542.7579999999999,100
"29374-75-450",1059.9566,100
"29421-200-10",151.864,100
"29421-300-12",216,100
"29626-H19-M",1971.9360000000001,100
"29182_z01",100,100
"4-300310-48-070-8017",1596.2530000000002,100
"4-300310-48-080-8017",1472.3591999999999,100
"4-300310-55-025-5005",2518,100
"4-300310-55-025-5009",2489.1592,100
"4-300315-48-029",605,100
"4-300315-48-029-5009",561.2408,100
"4-300315-48-029-6002",542.6759999999999,100
"4-300315-48-035",632,100
"55405-100_z01",468.6792,100
"55326-100",92.086,0
"4247-55097B",151,100
"4247-55098B",155,100
"4247-55100B",176,100
"4248-55251C",156,100
"4250-55213C",86,100
"4250-55195T",118,100
"4250-55196T",70,100
"4250-55216T",19,100
"34055-03-19_z02",121.5896,100
"34057-10-25_z01",411.74659999999994,100
"49060-32-C",71.586,100
"38750-120",6558,100
"36222-200-2.0",68.50280000000001,0
"36226-200-2.5",57.1212,0
WQF-PETBOX-06,2,0
WQF-PETBOX-10,2,0
ЗАКБ-10.8-Ли,981.1956,0
"2817-03_z01",1130,0
"11458-XL",21.074,100
"11459-XL",26.404,100
"29390-400-18_z01",621.314,100
"29390-600-08_z01",287.164,100
"29945-20",247.722,100
"29945-35",408.77,100
"35425-400_z01",79.2448,100
"3543-060_z01",73.25059999999999,100
"3543-180_z01",73.25059999999999,100
"110305",654,100
"2-110455",130,100
"29314-450-22_z01",520.946,100
"2930-110-08_z01",51.742,100
"2930-160-06_z01",51.742,100
"2930-210-10_z01",80.114,100
"2930-310-08_z01",118.40800000000002,100
"303436-08-040",37.0886,100
"303456-05-050",33.382200000000005,100
"303456-06-030",35.940599999999996,100
"303550-20",1053,100
"303580-06",1244,100
"303636-06",21.721799999999998,100
"303730-06",1922,100
"303730-08",1708,100
"303750-12",1145,100
"303750-20",1018,100
"303800-16",930,100
"303800-20",930,100
"303806-08",19.4996,100
"303820-03",864,100
"303820-10",862,100
"303820-16",839,100
"303826-04",21.5496,100
"28784-28.6",472.23799999999994,100
"28784-31.8",494.37799999999993,100
"1502-40_z01",159,100
"3188",1385,100
"31507",819,100
N000-025-378,132.8236,0
"28241-1/2",286,100
"302342-08-040",587,0
"302342-08-065",422,0
"302342-10-077",550,0
"302372-10-050",671,0
"302392-08-040",557,0
"302492-05-052",785,0
"302032-06-065",719,100
"302032-10-120",749,100
"302312-10-080",584,0
"302312-12-100",659,0
"40306-1/2-50_z01",1171,100
"8-429003-1/2-50_z02",1239,100
"303456-05-040",34.5302,100
"303476-04-040",33.242799999999995,100
"303556-08",19.926000000000002,100
"303556-12",24.641,100
"303580-05",1592,100
"303586-06",19.8686,100
"303586-10",21.6152,100
"303630-05",1222,100
"303080-05-020",884,100
"303080-05-040",661,100
"303086-06-016",19.229,100
"303086-06-020",21.1068,100
"303086-06-030",20.483600000000003,100
"303086-06-080",21.9432,100
"303086-08-020",28.347400000000004,100
"303086-08-040",28.167,100
"303110-03-016",1303,100
"303110-04-010",1033,100
"303110-04-016",954,100
"303110-04-030",886,100
"303110-04-035",827,100
"27074-H6",1334,100
"27132-14-15",118.654,100
"27132-14-17",120.95,100
"01072-25",12.849400000000001,100
"0112-50_z01",40.721199999999996,100
"01824-10",63,100
"01824-14",111.4298,100
"48160-1000",1366,100
"48155",1074.528,100
"48000-500",381.13599999999997,100
"29311-310-14",102.336,100
ЗАС-М1-170,6133,100
"0305-10_z01",43,100
"25351-H38",843,0
"51909-050",172,100
"51909-100",319,100
ДА-12-2-Ли КМ3,3247,100
"25062-2-150_z02",69.946,100
"27074-11",194.504,100
"27074-15",257.89,100
"27074-17",288.312,100
"27022-12",48.544000000000004,100
"27022-14",56.334,100
ЗЭСГ-3500-М2,25411,100
"48150-500",675.7866,100
"2985-05_z01",138.5472,100
"2985-12_z01",223.71239999999997,100
"29311-110-08",37.064,100
"29311-210-10",54.53,100
"29311-260-06",56.908,100
"29250-210-12",69.45400000000001,100
"29250-210-14",91.75800000000001,100
"29250-260-06",63.714000000000006,100
"29250-260-08",68.962,100
"29250-260-10",71.914,100
"61035-540",61,100
"303826-08",22.427000000000003,100
"43056-2",2337,100
"43056-2-K",2621,100
"23408-63",2493.6118,100
"23701-42_z01",591.3102,100
"23712-50",3492.2324,0
"303826-12",18.983,100
"303850-10",998,100
"303850-14",836,100
"303850-20",886,100
"29672-6-20-8_z01",579.5022,100
"305090-30-025",707,100
"305140-25-050",544,100
"305270-28-050",433,100
"37866-26-30",20.418,100
"1573_z01",94,100
"422374-32",299,100
"422378-32",453,100
"428494-3",82,100
"422309-100-070",264,100
"422309-100-095",326,100
"422311-85-90",191,100
"422315-700",639,100
"422253",1820,100
"422385-35-70",82,100
"43112-0.5",1302.8898000000002,100
"06052-29-15",17.302,100
"1502-50_z01",187,100
"32152-50-200",136.3906,100
"11332-XL_z01",330,100
"37160-38-1",103.8694,100
"37220-1",295,100
"37220-1-01",295,100
"4214-53/1860",1717,100
"110316",47,0
"32471-20",4059,100
"11255-L_z01",130,0
"40107350",405,100
"40302799",815,100
"1502-47_z01",176,100
"36660-180_z01",908.3140000000001,100
"421835",202,100
"36661-125",263.138,100
"36661-150",400,100
"35140-200",390.40200000000004,100
"34908-2",11656,100
"34985",532,100
"34765",6551,0
"34640",10651,100
"20235-450_z01",282.6048,100
МПЧ-350-40,7371,0
"29602-H6_z01",245.76219999999998,100
"29626-5.5",77.09639999999999,100
"7051-10",811,100
"7050-50",442,100
"7059-20",1008,100
"38800-09",1724,100
"300370-60-080",1831,0
"300370-30-030",2031,0
"1518-40",102,100
"1518-30",81.918,100
"15210",680,0
"15075-45_z02",266,0
"15077-50_z01",384,0
"15083-40",184,0
"20660-25",2463.7884,100
МБ2-250 Н,9831,0
"29429-06-H4_z01",56.088,100
"29394-50-400",270.928,100
"29391-00-280",177.8498,100
"29391-00-400",228.8046,100
"28039-T2_z01",97.006,100
ЗВПБ-8.5 Г,21557,100
"34902-3_z01",3114,100
"1234-7_z02",48.3062,100
"1234-5_z02",48.3062,100
"1233-3_z02",21.459400000000002,100
"1233-4_z02",21.459400000000002,100
"1235-2",8.1918,100
"1235-3",8.1918,100
"30930-36-150",55.842,100
"30930-36-280",105.69800000000001,100
"30936-125-F",209,100
"30946-50-S",100,100
"30946-75-S",178,100
"30946-50-B",130,100
"30956-75",50.512,100
"30956-50-S",89,100
"30956-50-B",117,100
"08134-20-36",114.71800000000002,100
ЗКПМ-240-50-1.5,9602,100
"06881-3.0",700,100
"06884-18-1.2",1475,100
"06851-80-12_z02",1229,100
"06852-2.3",363.5306,100
"06850-60-12_z02",1020,100
"06858-12-1",191.3306,100
"11293-M",58,100
"40108",602,100
"427782",340,100
"2948-235-25_z01",367.77,100
"29516",251.412,100
"29517",246.41,100
"56436",238.784,100
"56572",147.1326,100
"27035-09-11",49.118,100
"50215-10",1264,100
"309040-36-200",99.056,100
"27035-12-13",58.138000000000005,100
"3190",2834,100
"29514-22",423.03799999999995,0
"29514-45",607.0459999999999,0
"29514-50",666.742,100
"10072-06",68.224,100
"31205-64-18",528,100
"31313-40-08",505,100
"31313-40-12",588,100
"31315-40-08",1298,100
ФТ-П1600,1795,100
"43260-2",553,100
"39631",69,100
"39661",59,100
"39664",70,100
"39665",31,100
"421424",67,100
"421514",134,100
"421516",104,100
"29514-25",452.88599999999997,100
"29514-35",517,100
"29514-55",726,100
"29514-60",761.288,100
"29514-73",865.8380000000001,100
"29514-89",1122.99,0
"1104",72,100
"10072-12",97.66199999999999,100
"18500",1025,100
"3592-180-H11",832,100
"36222-150-1.6_z01_G",32.25,100
"36226-150-2.5_G",23.04,100
"36226-230-2.5_G",40.71,100
"36228-230-6.0_G",89.16,100
"41211-0_z01_G",61.2,100
"41217-0_z01_G",127.6,100
"41336_G",91.71,100
"29212",126.116,100
"8-429003-3/4-25_z02",1102,100
"59271-4C_G",227.78,100
"59275-2C_G",185.45,100
"59275-4C_G",354.8,100
"908-11111-200_G",19.61,100
SV-57061_G,214.5,100
SV-57079_G,181.5,100
"33417",153.094,100
"5000517",2665,100
"40104410",1189,0
"303110-06-025",813,100
"29482-450-18_z01",476.666,100
"29482-450-20_z01",508.154,100
"10079-350_z01",56.99,100
"10089-15-06_z01",26.977999999999998,100
"10089-30-06_z01",51.168,100
"20047-02",154,100
"20047-03",179,100
"20047-05",205,100
"30936-160-F",449,100
"30936-250-F",1129,100
"30936-125-S",234,0
"30946-75-B",222,100
"30956-75-B",207,100
"2201-3-20",306,100
"2201-5-18_z02",329,100
"22136-5",79.3022,100
"43318-160",1002,100
"43323-160",1409,100
"43307-H12",3526,100
"43312-180-150",1615,100
"43316-275",2147,100
"29665-4-12-5",264.5238,100
"29665-4-12-9",264.5238,100
"37263-95",147,100
"37267-120",133.0204,0
"15941-24-S10",143,0
"15853-24-2",30.996,100
"26375-12",165.0004,100
"26377-17",229.2392,100
"26811-60",156.4396,100
"26221-2-25-10_z01",65,100
"31300-32-12",15.333999999999998,100
"31300-48-18",15,100
"31305-64-15",523,100
"31188",16504.7058,100
"31287-64",13718,100
"45284",264.7288,100
SV-45161-19,66.9202,100
"25750",14.719,100
"61205-3.5",139,100
"11615",512,100
"11565",885,100
"11568",631,100
"37413-3",119.81020000000001,100
"06453-1.4",2824,100
"06455-1.3",697.6314,100
"06471-1.5",617.2714,100
"4-28003-08-1.25_z01",174.84040000000002,100
"4-28005-05-0.8_z01",52.8408,100
"4-28005-10-1.5_z01",165.558,0
"4-28007-08-1.25-H2_z01",289.952,100
"06803",146,100
OL-LFB-5B,242.79379999999998,100
"3486-06-15",147,100
"3486-06-20",179,100
"3486-06-25",211,100
"33350-33_z01",102.43440000000001,100
"33355_z01",151.495,100
"33357_z01",58.138000000000005,100
"06048-12-50",106.51800000000001,100
"15135-40",237,0
"55076-50",4690,100
"33413-S1",39.196,100
"29547-051",244.442,100
"29547-054",257.39799999999997,100
"29547-070",346.77799999999996,100
"29547-127",605.2420000000001,100
"29547-133",623.774,100
"29550",240,100
"2241-25",368,100
"22024-5-16",161.9582,100
"2218-0_z01",137.4976,100
"2073-40",387,0
"2061-08",438,100
"2061-10",528,100
"20601-10_z01",437,100
"35920-125",79.4006,100
"35920-150",108.6582,100
"35930-150",120.2202,100
"26251-2-25-20",85.23899999999999,100
"36250-115-2.5_G",32.75,100
"55066-5",469.99119999999994,100
"25740",190.8468,100
"25731-24V",25.952999999999996,100
"31161",1341,100
"29600-H7",279.37399999999997,100
"35100-150",293,100
"35108-100",151.208,100
"27035-06-07",40.016,100
"27035-08-10",44,100
"27035-14-15",67.81400000000001,100
"27035-H6",347,100
"29514-65",791.2180000000001,100
"11008",478.33060000000006,100
"110230",130,100
"10072-04",62.73,100
"56434",335.97860000000003,100
